AIR_OP_EXPENSE,FL_ATT_EXPENSE,FOOD_EXPENSE,OTH_IN_FL_EXPENSE,PAX_SVC_EXPENSE,LINE_SVC_EXPENSE,CONTROL_EXPENSE,LANDING_FEES,AIR_SVC_EXPENSE,TRAFFIC_EXP_PAX,TRAFFIC_EXP_CARGO,TRAFFIC_EXP_OTH,TRAFFIC_EXPENSE,RES_EXP_PAX,RES_EXP_CARGO,RES_EXP_OTH,RES_EXPENSE,AD_EXP_PAX,AD_EXP_CARGO,AD_EXP_INST,AD_EXPENSE,ADMIN_EXPENSE,DEPR_EXP_MAINT,AMORTIZATION,TRANSPORT_EXP,TOTAL_OP_EXPENSE,MAINT_PROP_EQUIP,DEPR_PROP_EQUIP,MAINT_DEPR,SVC_SALES_OP_EXP,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
6454.96,598.30,0.71,331.05,930.07,0.00,0.00,1.89,1.89,42.39,0.00,237.70,280.10,0.00,0.00,0.00,0.00,0.00,0.00,6.42,6.42,601.29,0.00,21.03,0.00,8343.21,0.00,47.46,47.46,1888.25,20304,OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,11025,L,3,3,2024,2
6841.64,0.00,0.00,0.00,0.00,0.00,0.00,-1.44,-1.44,0.00,412.56,0.00,412.56,0.00,0.00,0.00,0.00,0.00,0.00,0.55,0.55,2423.17,0.00,0.00,0.00,9810.74,0.00,134.26,134.26,2969.10,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,06912,D,3,3,2024,3
7487.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,264.69,0.00,264.69,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.37,2401.04,0.00,0.00,0.00,10242.56,0.00,89.36,89.36,2755.46,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,16917,I,3,3,2024,2
7603.21,686.37,1.60,400.20,1088.17,0.00,0.00,2.20,2.20,57.69,0.00,337.10,394.79,0.00,0.00,0.00,0.00,0.00,0.00,5.03,5.03,660.52,0.00,23.11,0.00,9824.23,0.00,47.21,47.21,2221.02,20304,OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,11025,L,3,3,2024,3
7942.88,632.79,175.13,72.94,880.86,17.22,0.00,111.85,129.07,1871.54,5.22,0.00,1876.75,434.88,0.00,2.68,437.56,13.70,0.00,0.00,13.70,1131.73,13.95,40.34,3.78,12553.78,0.00,83.15,83.15,4607.12,20422,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,16795,L,3,3,2024,2
8367.08,737.98,0.00,0.00,737.98,64.31,51.46,0.00,115.77,1984.42,1587.37,186.04,3757.82,0.00,0.00,0.00,0.00,0.00,0.00,17.34,17.34,2007.41,0.00,0.00,0.26,15366.53,318.27,44.61,362.88,6999.19,20398,MQ,Envoy Air,MQ,Envoy Air,16820,L,3,3,2024,3
8849.92,768.26,0.00,0.00,768.26,61.90,63.12,0.00,125.01,1959.28,1580.83,172.48,3712.58,0.00,0.00,0.00,0.00,0.00,0.00,18.56,18.56,1980.79,0.00,0.00,0.37,15804.98,307.79,41.68,349.47,6954.68,20398,MQ,Envoy Air,MQ,Envoy Air,16820,L,3,3,2024,2
9529.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,336.88,0.00,336.88,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.47,3055.87,0.00,0.00,0.00,13035.99,0.00,113.73,113.73,3506.95,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,06912,D,3,3,2024,2
9830.45,,,,,,281.61,5.25,286.86,,17.22,,17.22,,205.18,,205.18,,57.48,,57.48,372.26,72.84,,900.20,11779.20,28.66,8.05,36.70,1048.55,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,06683,D,3,3,2024,3
10263.68,838.18,0.00,0.00,838.18,64.21,61.98,0.00,126.19,2332.99,1819.43,220.57,4372.99,0.00,0.00,0.01,0.01,0.00,0.00,25.05,25.05,2406.30,0.00,0.00,0.50,18452.42,369.22,50.31,419.53,8188.24,20398,MQ,Envoy Air,MQ,Envoy Air,16820,L,3,3,2024,1
12221.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,430.07,0.00,430.07,0.00,0.00,0.00,0.00,0.00,0.00,1.90,1.90,3686.17,0.00,0.00,0.00,16477.60,0.00,137.61,137.61,4255.75,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,06912,D,3,3,2024,1
12380.65,,,,,,265.39,9.00,274.39,,32.32,,32.32,,243.90,,243.90,,59.01,,59.01,272.49,69.27,,956.77,14331.31,33.30,9.22,42.52,993.90,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,06683,D,3,3,2024,2
15000.38,,,,,,411.43,84.94,496.37,,292.22,,292.22,,450.00,,450.00,,96.25,,96.25,284.88,110.50,,1408.81,18200.26,45.40,15.45,60.85,1791.08,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,06683,D,3,3,2024,1
22039.77,0.00,0.00,0.00,0.00,4397.18,26.04,251.69,4674.90,0.00,-1791.29,0.00,-1791.29,0.00,1026.46,0.00,1026.46,0.00,0.00,0.00,0.00,569.82,0.00,0.00,705.17,27310.53,0.00,85.70,85.70,4565.59,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,06758,D,3,3,2024,2
26314.59,0.00,0.00,0.00,0.00,3994.48,29.86,258.79,4283.13,0.00,-878.59,0.00,-878.59,0.00,1141.00,0.00,1141.00,0.00,0.00,0.00,0.00,647.75,0.00,0.00,797.08,32380.35,0.00,75.37,75.37,5268.68,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,16757,A,3,3,2024,1
29251.31,0.00,0.00,0.00,0.00,5216.58,35.18,385.13,5636.89,0.00,-1899.35,0.00,-1899.35,0.00,1305.02,0.00,1305.02,0.00,0.00,0.00,0.00,634.43,0.00,0.00,939.84,35965.82,0.00,97.68,97.68,5774.67,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,06758,D,3,3,2024,3
32441.61,2138.49,0.95,23.94,2163.38,85.08,785.98,1565.90,2436.96,7243.21,113.20,-5.06,7351.35,384.90,0.00,0.00,384.90,2013.41,0.00,0.00,2013.41,-2289.89,7.20,1.47,0.00,44581.21,0.00,70.82,70.82,12139.60,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,16461,L,3,3,2024,3
32907.65,2315.81,660.20,504.24,3480.25,118.06,0.00,414.91,532.97,3988.45,27.82,0.00,4016.26,2501.24,0.00,13.73,2514.98,73.16,0.00,0.00,73.16,5742.84,66.21,192.25,63.78,49951.30,0.00,360.95,360.95,16979.87,20422,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,16795,L,3,3,2024,1
33654.76,5306.64,4093.10,2219.55,11619.30,500.51,876.06,3005.82,4382.39,14212.58,0.00,0.00,14212.58,3582.62,0.00,0.00,3582.62,906.05,0.00,0.00,906.05,5244.81,50.49,729.86,19.00,74953.36,0.89,550.63,551.52,41279.60,20409,B6,JetBlue Airways,B6,JetBlue Airways,10875,A,3,3,2024,3
37647.25,6188.79,2583.99,1975.62,10748.41,791.37,1306.51,2543.84,4641.72,12792.11,0.00,0.00,12792.11,3932.56,0.00,0.00,3932.56,1218.52,0.00,0.00,1218.52,4465.19,55.30,752.11,24.49,76902.88,0.97,624.25,625.22,39231.14,20409,B6,JetBlue Airways,B6,JetBlue Airways,10875,A,3,3,2024,1
44644.82,0.00,0.00,0.00,0.00,1719.55,2128.36,1939.09,5787.00,0.00,211.69,1032.77,1244.46,0.00,18.03,43.34,61.36,0.00,0.68,0.00,0.68,2863.19,0.00,0.00,0.00,55560.46,407.26,551.69,958.95,10915.64,19917,5X,United Parcel Service,5X,United Parcel Service,16912,L,3,3,2024,3
50101.94,8837.65,3964.30,3125.00,15926.95,684.21,1219.82,4379.88,6283.91,17982.29,0.00,0.00,17982.29,6268.00,0.00,0.00,6268.00,1323.17,0.00,0.00,1323.17,7630.03,78.37,1124.60,55.92,107633.01,0.19,857.65,857.84,57475.16,20409,B6,JetBlue Airways,B6,JetBlue Airways,10875,A,3,3,2024,2
52028.00,6617.00,2552.00,553.00,9722.00,7.00,994.00,2166.00,3168.00,8018.00,728.00,6416.00,15163.00,1699.00,11.00,2966.00,4677.00,603.00,19.00,468.00,1090.00,9742.00,21.00,0.00,0.00,97160.00,274.00,1275.00,1549.00,45132.00,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,16031,L,3,3,2024,3
53414.86,3961.42,2.26,35.76,3999.43,145.22,1382.07,2559.34,4086.63,11610.73,144.00,202.45,11957.18,596.43,0.00,0.00,596.43,3042.88,0.00,0.00,3042.88,-1204.62,12.04,3.36,0.00,76101.56,0.00,193.36,193.36,22686.70,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,16461,L,3,3,2024,2
54768.85,4157.25,-0.49,74.59,4231.35,169.61,1414.81,2494.74,4079.16,9837.16,170.10,74.84,10082.09,501.19,0.00,0.00,501.19,2798.37,0.00,0.00,2798.37,-866.22,16.86,5.57,0.00,75756.86,0.00,139.65,139.65,20988.01,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,16461,L,3,3,2024,1
57652.67,0.00,0.00,0.00,0.00,1963.11,2382.77,2116.67,6462.55,0.00,400.11,1204.64,1604.74,0.00,20.76,54.11,74.87,0.00,0.10,0.00,0.10,4029.79,0.00,0.00,0.00,70918.58,439.13,654.74,1093.87,13265.91,19917,5X,United Parcel Service,5X,United Parcel Service,16912,L,3,3,2024,2
59522.78,0.00,0.00,0.00,0.00,2011.65,2870.42,2298.58,7180.65,0.00,381.65,1181.35,1563.00,0.00,18.76,54.08,72.85,0.00,0.97,0.00,0.97,4749.58,0.00,0.00,0.00,74010.86,351.53,569.51,921.04,14488.08,19917,5X,United Parcel Service,5X,United Parcel Service,16912,L,3,3,2024,1
71555.00,,,,,7711.00,5647.00,1470.00,14828.00,,62806.00,,62806.00,,10736.00,,10736.00,,4858.00,,4858.00,40465.00,1878.00,0.00,197611.00,416241.00,3907.00,7597.00,11504.00,147075.00,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16195,L,3,3,2024,1
76243.00,,,,,7134.00,5514.00,1490.00,14138.00,,46747.00,,46747.00,,6515.00,,6515.00,,4809.00,,4809.00,39088.00,1929.00,0.00,194712.00,396204.00,5020.00,7003.00,12023.00,125249.00,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16195,L,3,3,2024,2
76671.00,,,,,7408.00,6021.00,1265.00,14694.00,,35012.00,,35012.00,,5487.00,,5487.00,,3409.00,,3409.00,25189.00,2202.00,0.00,191957.00,369714.00,4654.00,10439.00,15093.00,101086.00,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16195,L,3,3,2024,3
76805.00,9410.00,3886.00,859.00,14154.00,10.00,1662.00,2954.00,4625.00,11028.00,1032.00,7664.00,19724.00,2723.00,17.00,4462.00,7203.00,897.00,10.00,676.00,1584.00,19656.00,36.00,0.00,0.00,146149.00,555.00,1808.00,2362.00,69344.00,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,16031,L,3,3,2024,2
87364.71,8110.15,132.68,0.00,8242.83,0.00,0.00,3935.24,3935.24,0.00,1556.75,7059.30,8616.06,3599.28,0.00,375.48,3974.75,0.00,0.00,1259.81,1259.81,25120.44,359.12,0.00,0.00,140393.06,0.00,1520.10,1520.10,53028.35,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,3,3,2024,3
91580.02,7924.90,3904.44,1669.47,13498.81,6550.49,1355.34,2559.32,10465.15,2245.41,924.83,4389.87,7560.11,673.49,346.07,6215.42,7234.97,402.91,1.64,3204.68,3609.23,15271.35,104.73,10.24,302.14,152518.44,1219.33,1662.37,2881.70,60636.28,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,3,3,2024,2
92727.04,9067.21,5450.00,3817.92,18335.12,7707.79,1719.38,3162.28,12589.45,2754.98,1208.67,6594.13,10557.78,944.40,459.03,8017.62,9421.04,347.61,0.75,3200.62,3548.98,33613.34,143.49,8.74,365.14,184869.36,1518.75,2040.49,3559.24,91777.18,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,3,3,2024,3
98144.00,14878.00,522.00,288.00,15688.00,17840.00,644.00,5150.00,23634.00,10514.00,421.00,688.00,11623.00,6286.00,85.00,133.00,6504.00,3612.00,13.00,0.00,3625.00,18942.00,25.00,114.00,941.00,184036.00,1602.00,3194.00,4796.00,84951.00,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,11033,L,3,3,2024,3
101837.05,9187.66,88.70,0.00,9276.36,0.00,0.00,4444.12,4444.12,0.00,1758.36,7212.70,8971.06,4332.70,0.00,409.65,4742.35,0.00,0.00,263.28,263.28,24410.14,423.88,0.00,0.00,156240.73,0.00,1872.48,1872.48,54403.68,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,3,3,2024,2
109876.71,12135.21,5359.37,4342.82,21837.40,8932.86,1840.76,3857.34,14630.96,4021.21,2037.02,10681.46,16739.69,1087.72,480.22,7357.03,8924.97,424.11,0.72,3457.01,3881.84,23291.15,128.26,134.33,1023.72,204962.67,2219.44,2274.19,4493.63,94062.24,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,15375,P,3,3,2024,1
120126.00,16429.00,530.00,285.00,17244.00,20967.00,893.00,5560.00,27420.00,12467.00,494.00,961.00,13922.00,7321.00,107.00,120.00,7548.00,5977.00,11.00,0.00,5988.00,19377.00,33.00,117.00,1106.00,218256.00,1822.00,3553.00,5375.00,97024.00,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,11033,L,3,3,2024,1
122318.00,16594.00,631.00,342.00,17567.00,21010.00,802.00,6142.00,27954.00,12761.00,496.00,853.00,14110.00,7971.00,107.00,157.00,8235.00,4416.00,19.00,0.00,4435.00,21822.00,30.00,115.00,1168.00,223134.00,1929.00,3451.00,5380.00,99648.00,19393,WN,Southwest Airlines Co.,WN,Southwest Airlines Co.,11033,L,3,3,2024,2
124939.18,0.00,0.00,0.00,0.00,24060.08,150.27,1645.00,25855.35,0.00,-9891.43,0.00,-9891.43,0.00,5574.04,0.00,5574.04,0.00,0.00,0.00,0.00,2709.80,0.00,0.00,4014.29,153618.45,0.00,417.22,417.22,24664.98,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,16758,P,3,3,2024,3
126592.80,11592.43,115.33,0.00,11707.76,0.00,0.00,5036.56,5036.56,0.00,2121.31,8777.84,10899.16,5320.74,0.00,522.29,5843.03,0.00,0.00,255.77,255.77,36200.77,511.00,0.00,0.00,198837.97,0.00,1791.13,1791.13,72245.17,20416,NK,Spirit Air Lines,NK,Spirit Air Lines,16831,L,3,3,2024,1
129554.73,6247.39,2269.52,1189.27,9706.18,2419.85,0.00,4626.42,7046.27,24713.82,83.04,0.00,24796.86,9889.44,0.00,52.33,9941.78,307.41,0.00,0.00,307.41,22322.85,190.94,807.75,253.24,206354.41,0.00,1426.42,1426.42,76546.44,20422,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,06795,D,3,3,2024,1
132722.83,0.00,0.00,0.00,0.00,26098.11,156.76,1515.39,27770.25,0.00,-10408.18,0.00,-10408.18,0.00,6180.26,0.00,6180.26,0.00,0.00,0.00,0.00,3430.87,0.00,0.00,4245.80,164457.82,0.00,515.99,515.99,27489.19,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,16758,P,3,3,2024,2
133500.65,0.00,0.00,0.00,0.00,26525.19,151.47,1312.98,27989.65,0.00,-10716.81,0.00,-10716.81,0.00,5788.84,0.00,5788.84,0.00,0.00,0.00,0.00,3286.34,0.00,0.00,4043.97,164275.03,0.00,382.40,382.40,26730.41,20100,PO,Polar Air Cargo Airways,PO,Polar Air Cargo Airways,16758,P,3,3,2024,1
138124.79,7292.64,3113.13,1549.24,11955.01,2213.48,0.00,5944.15,8157.63,31597.95,131.01,0.00,31728.95,9715.77,0.00,62.41,9778.18,46.72,0.00,0.00,46.72,25419.16,247.32,969.73,113.96,228477.66,0.00,1936.20,1936.20,90238.91,20422,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,06795,D,3,3,2024,3
141737.37,7350.16,3408.37,1544.25,12302.78,2225.91,0.00,5598.57,7824.48,28630.70,105.48,0.00,28736.18,10012.84,0.00,60.44,10073.28,325.80,0.00,0.00,325.80,25254.39,243.20,959.66,89.61,229461.88,0.00,1915.14,1915.14,87634.90,20422,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,06795,D,3,3,2024,2
142817.00,16938.00,6420.00,1507.00,24865.00,26.00,2721.00,4556.00,7303.00,20611.00,2013.00,15255.00,37879.00,4692.00,34.00,9300.00,14025.00,1875.00,51.00,1264.00,3190.00,23074.00,68.00,0.00,0.00,257491.00,945.00,3325.00,4270.00,114674.00,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,16031,L,3,3,2024,1
193594.50,18114.65,5136.13,7777.72,31028.50,1624.67,2843.70,8508.59,12976.95,51575.19,0.00,0.00,51575.19,12229.55,0.00,0.00,12229.55,3092.86,0.00,0.00,3092.86,17993.79,172.37,2491.43,64.85,327334.91,3.03,2111.89,2114.92,133675.56,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2024,3
208510.49,20244.95,10364.03,1524.14,32133.13,5346.77,3829.01,9139.94,18315.72,8226.43,16023.71,3507.72,27757.86,4378.30,0.00,11926.25,16304.55,0.00,0.00,958.82,958.82,47922.46,0.00,62.68,1238.27,358105.52,1493.68,3407.87,4901.55,148356.76,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2024,2
217529.49,0.00,0.00,0.00,0.00,6519.00,8068.84,7351.29,21939.12,0.00,802.52,3915.34,4717.86,0.00,68.34,164.30,232.64,0.00,2.56,0.00,2.56,10854.66,0.00,0.00,0.00,258911.82,1543.97,2091.52,3635.49,41382.33,19917,5X,United Parcel Service,5X,United Parcel Service,16911,A,3,3,2024,3
234180.89,22651.99,12010.44,2203.92,36866.35,6057.21,4425.74,9900.67,20383.63,9557.89,19256.71,4034.04,32848.64,5548.64,0.00,13139.36,18688.01,0.00,0.00,1320.02,1320.02,78505.62,0.00,70.98,1353.56,429889.03,1797.61,3873.73,5671.34,194354.58,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2024,3
235004.91,0.00,0.00,0.00,0.00,6301.35,7648.40,6794.25,20744.00,0.00,1284.29,3866.73,5151.03,0.00,66.63,173.69,240.32,0.00,0.31,0.00,0.31,12935.13,0.00,0.00,0.00,277586.88,1409.54,2101.64,3511.18,42581.97,19917,5X,United Parcel Service,5X,United Parcel Service,16911,A,3,3,2024,2
237601.07,6329.55,219.43,0.00,6548.97,125597.43,3415.37,8611.92,137624.72,0.00,-95146.41,0.00,-95146.41,0.00,3409.39,0.00,3409.39,0.00,0.00,0.00,0.00,21651.96,0.00,5500.24,85.11,319076.32,0.00,1801.27,1801.27,81390.15,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,06087,D,3,3,2024,1
237662.74,29361.87,0.00,443.19,29805.06,184.09,5992.10,0.00,6176.20,0.00,0.00,6.73,6.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38443.45,1743.41,0.00,0.00,317126.54,0.00,3288.95,3288.95,79463.80,20452,YX,Republic Airline,YX,Republic Airline,06003,D,3,3,2024,2
241555.36,0.00,0.00,0.00,0.00,6565.13,9367.77,7501.53,23434.43,0.00,1245.53,3855.40,5100.93,0.00,61.24,176.50,237.74,0.00,3.17,0.00,3.17,15500.49,0.00,0.00,0.00,288837.98,1147.24,1858.63,3005.87,47282.63,19917,5X,United Parcel Service,5X,United Parcel Service,16911,A,3,3,2024,1
241585.95,28956.45,0.00,408.88,29365.32,195.71,5888.31,0.00,6084.01,0.00,0.00,5.36,5.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26771.40,1738.51,0.00,0.00,308775.14,0.00,3224.60,3224.60,67189.20,20452,YX,Republic Airline,YX,Republic Airline,06003,D,3,3,2024,1
243036.01,5933.09,193.80,0.00,6126.89,34981.78,2782.48,8919.95,46684.21,0.00,-7210.80,0.00,-7210.80,0.00,2415.40,0.00,2415.40,0.00,0.00,0.00,0.00,35552.81,0.00,7784.32,122.10,335574.37,0.00,1063.43,1063.43,92416.26,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,06087,D,3,3,2024,3
243593.69,6412.69,202.54,0.00,6615.23,111391.05,3001.54,8354.41,122747.00,0.00,-82627.15,0.00,-82627.15,0.00,3519.03,0.00,3519.03,0.00,0.00,0.00,0.00,24980.27,0.00,6539.74,118.37,326541.04,0.00,1054.85,1054.85,82828.98,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,06087,D,3,3,2024,2
252426.37,31964.08,0.00,416.54,32380.62,185.79,6510.60,0.00,6696.38,8.03,0.00,11.13,19.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41145.72,1743.36,0.00,0.00,338014.03,0.00,3602.43,3602.43,85587.67,20452,YX,Republic Airline,YX,Republic Airline,06003,D,3,3,2024,3
253390.18,22349.24,0.00,0.00,22349.24,1947.59,1558.30,0.00,3505.88,60096.46,48072.06,5633.91,113802.43,0.00,0.00,0.00,0.00,0.00,0.00,525.22,525.22,60792.63,0.00,0.00,7.86,465362.90,9638.61,1350.85,10989.46,211964.86,20398,MQ,Envoy Air,MQ,Envoy Air,06820,D,3,3,2024,3
264061.50,24642.71,11906.90,1623.83,38173.45,6852.56,4643.62,10281.26,21777.44,10313.42,20749.75,4506.31,35569.49,5094.42,0.00,13977.67,19072.09,0.00,0.00,1205.76,1205.76,66487.49,0.00,86.02,1241.20,454469.58,2390.79,4404.38,6795.17,189166.88,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2024,1
266646.25,23147.63,0.00,0.00,23147.63,1864.95,1901.70,0.00,3766.65,59032.65,47629.98,5196.74,111859.37,0.00,0.00,0.00,0.00,0.00,0.00,559.13,559.13,59680.80,0.00,0.00,11.19,476200.54,9273.71,1255.82,10529.52,209543.10,20398,MQ,Envoy Air,MQ,Envoy Air,06820,D,3,3,2024,2
267464.85,21842.37,0.00,0.00,21842.37,1673.36,1615.02,0.00,3288.38,60796.22,47413.15,5747.84,113957.21,0.00,0.00,0.37,0.37,0.00,0.00,652.79,652.79,62706.56,0.00,0.00,13.07,480858.17,9621.60,1310.96,10932.56,213380.24,20398,MQ,Envoy Air,MQ,Envoy Air,06820,D,3,3,2024,1
296717.03,,,,,,9384.53,4162.22,13546.75,,14318.93,,14318.93,,10264.31,,10264.31,,2195.48,,2195.48,6497.96,2520.40,,60018.38,413849.82,7418.14,352.44,7770.59,57114.42,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,16683,I,3,3,2024,1
316599.00,36586.00,20901.00,7192.00,64679.00,35202.00,12121.00,13712.00,61035.00,40660.00,2782.00,0.00,43442.00,39326.00,1670.00,0.00,40996.00,12564.00,16.00,0.00,12580.00,75417.00,81.00,3434.00,17914.00,643340.00,3866.00,3297.00,7163.00,308827.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2024,2
318813.40,,,,,,9941.80,4492.08,14433.88,,16127.81,,16127.81,,9136.89,,9136.89,,2210.77,,2210.77,10207.69,2594.80,,62602.99,442279.93,5806.27,345.44,6151.71,60863.55,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,16683,I,3,3,2024,2
332762.44,0.00,0.00,0.00,0.00,8279.09,11813.43,9459.96,29552.48,0.00,1570.71,4861.93,6432.64,0.00,77.22,222.58,299.80,0.00,4.00,0.00,4.00,19547.22,0.00,0.00,0.00,392389.19,1446.75,2343.87,3790.61,59626.75,19917,5X,United Parcel Service,5X,United Parcel Service,16913,P,3,3,2024,1
333477.59,,,,,,10982.80,5245.81,16228.61,,17204.05,,17204.05,,8002.18,,8002.18,,2241.82,,2241.82,14518.04,2840.75,,64191.72,464452.00,5433.41,313.84,5747.25,66782.70,20370,KAQ,Kalitta Air LLC,KAQ,Kalitta Air LLC,16683,I,3,3,2024,3
340654.00,41628.00,22037.00,12537.00,76202.00,39896.00,13221.00,14757.00,67874.00,45997.00,3289.00,0.00,49286.00,39500.00,1676.00,0.00,41176.00,15015.00,3.00,0.00,15018.00,67376.00,88.00,3266.00,16248.00,686046.00,4137.00,4721.00,8858.00,329144.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2024,3
342398.61,31239.57,13796.59,11179.68,56215.84,22995.79,4738.67,9929.92,37664.38,10351.76,5243.90,27497.21,43092.86,2800.10,1236.24,18939.14,22975.48,1091.78,1.86,8899.35,9992.99,59958.23,330.18,345.81,2635.36,587177.61,5713.46,5854.43,11567.89,242143.65,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,3,3,2024,1
350157.00,36205.00,20303.00,7224.00,63732.00,38831.00,12671.00,12721.00,64223.00,46905.00,2972.00,0.00,49877.00,37426.00,1550.00,0.00,38976.00,12264.00,8.00,0.00,12272.00,53574.00,94.00,3996.00,20163.00,666903.00,5585.00,4254.00,9839.00,296583.00,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,10262,P,3,3,2024,1
351403.98,35013.29,17954.88,12616.41,65584.58,26619.09,5621.65,13335.13,45575.87,12916.13,6398.63,36354.25,55669.00,3087.62,1500.82,23908.15,28496.58,1006.41,2.45,5622.18,6631.05,109862.04,479.19,28.58,1193.84,678257.16,6599.56,6732.91,13332.47,325659.34,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,3,3,2024,3
352017.00,,,,,51000.00,42522.00,7761.00,101283.00,,181846.00,,181846.00,,16158.00,,16158.00,,8913.00,,8913.00,117006.00,9174.00,0.00,1891784.00,2753678.00,19054.00,56443.00,75497.00,509877.00,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16196,A,3,3,2024,3
352522.30,36193.73,16557.82,14143.59,66895.14,25837.61,5720.68,11913.52,43471.82,12795.06,6272.65,35038.00,54105.72,2842.69,1460.70,23562.12,27865.50,1487.02,6.94,5139.30,6633.26,65931.19,457.72,43.20,1275.26,633204.10,6925.01,7077.98,14002.99,279406.53,19690,HA,Hawaiian Airlines Inc.,HA,Hawaiian Airlines Inc.,05375,D,3,3,2024,2
355906.00,,,,,46279.00,39771.00,5754.00,91804.00,,137096.00,,137096.00,,15690.00,,15690.00,,13169.00,,13169.00,160382.00,8581.00,0.00,1879046.00,2699149.00,18989.00,18486.00,37475.00,464197.00,20107,FX,Federal Express Corporation,FX,Federal Express Corporation,16196,A,3,3,2024,2
358504.45,0.00,0.00,0.00,0.00,9721.77,12033.05,10962.97,32717.78,0.00,1196.80,5838.94,7035.73,0.00,101.92,245.01,346.93,0.00,3.82,0.00,3.82,16187.54,0.00,0.00,0.00,420217.85,2302.52,3119.08,5421.60,61713.40,19917,5X,United Parcel Service,5X,United Parcel Service,16913,P,3,3,2024,3
